steps	episodes	elapsed	mean	median	stdev	max	min	average_q	average_loss
100139	604	835.4189646244049	49.5	35.0	31.924389840162437	125.0	20.0	0.2571550603308265	0.2731074228847919
200074	1184	1946.0062527656555	171.5	122.5	118.60415019907374	425.0	75.0	0.4191955045765718	0.30062237192075486
300070	1768	3092.494829893112	174.5	177.5	53.82327047332264	255.0	75.0	0.7530689707141536	0.34240108886267007
400018	2368	4238.509011507034	176.0	120.0	121.33058604948346	485.0	75.0	1.0971412364948774	0.39498102582882455
500011	2943	5381.096384525299	186.5	180.0	67.41455497310817	355.0	105.0	1.1345166871735395	0.4365124764731491
600106	3498	6536.216737747192	261.5	182.5	187.51370320296297	725.0	105.0	1.443347431296092	0.34079443563573586
700115	4080	7712.412757873535	289.0	282.5	112.51666543228163	475.0	140.0	1.4303395681579567	0.35580858606223753
800112	4647	8904.535452365875	229.5	245.0	66.18366700159321	330.0	125.0	1.6425517102580662	0.3548844926140845
900188	5183	10109.961342573166	208.5	210.0	87.4023264373819	335.0	80.0	1.6405199988054773	0.3870126612916797
1000006	5689	11344.946398735046	261.5	232.5	119.04830952180716	545.0	105.0	1.9382200052684593	0.42099471760618873
1100335	6120	12592.80616235733	409.5	402.5	95.31963771087956	550.0	260.0	2.1721004234002708	0.47764398391424956
1200081	6498	13831.939105033875	426.5	390.0	125.54437019989741	675.0	290.0	2.2307244119663885	0.5150357394705818
1300243	6890	15063.993062257767	338.5	327.5	59.21007797101211	475.0	260.0	2.37339682093391	0.5094013825763695
1400196	7230	16295.05739736557	434.0	360.0	169.800536578134	845.0	300.0	2.563426715253632	0.5155088365120974
1500131	7503	17538.5129570961	592.5	580.0	204.23638265500102	950.0	310.0	2.480036364896486	0.5657224502717678
1600481	7705	18805.13818860054	622.5	582.5	265.4058736685716	1125.0	340.0	2.6156169373028813	0.5200278367414561
1700203	7884	20057.386796474457	534.0	530.0	44.39719710872648	600.0	465.0	2.840943725733551	0.5330278883844486
1800195	8062	21334.501357793808	749.0	587.5	367.20263857681874	1690.0	485.0	2.762936746312019	0.49128900863207037
1900221	8240	22616.274844884872	814.5	602.5	314.7613734596769	1380.0	550.0	3.13575971831485	0.56345740195404
2000831	8400	23878.293526887894	571.0	557.5	60.77280093375106	725.0	515.0	3.1311363243410457	0.5154968936244286
