steps	episodes	elapsed	mean	median	stdev	max	min	average_q	average_loss
100011	603	986.7019526958466	25.5	22.5	18.02005056103401	50.0	5.0	0.29082568552087196	0.3059056215813573
200270	1180	2321.0662100315094	17.0	15.0	15.491933384829668	50.0	0.0	0.7029464030115726	0.34588797991275655
300033	1779	3656.001081943512	91.0	95.0	31.605203509689492	135.0	40.0	0.7916094386592889	0.27639004126793476
400057	2409	5054.024043798447	132.0	122.5	78.32269431297958	315.0	25.0	0.9487342108522533	0.3312393974795448
500067	2989	6481.224899053574	155.0	132.5	78.88106377466156	305.0	70.0	0.9840230488753635	0.3574711116831064
600111	3587	7948.542395353317	196.0	175.0	109.66616007988365	410.0	55.0	1.1357921007310865	0.3363254882386652
700011	4152	9415.385665178299	178.0	190.0	62.14677966091423	270.0	70.0	1.582034047203142	0.4174402308397414
800111	4658	10913.558879375458	327.0	217.5	192.7894649034998	655.0	160.0	1.9370436220200398	0.40066057582277703
900012	5128	12439.329516649246	344.5	305.0	171.55255106753083	775.0	185.0	2.2137673411614336	0.47364352575666296
1000027	5537	14021.969587802887	544.5	542.5	131.24298923074795	775.0	325.0	2.1121517022729264	0.4842463000865647
1100074	5896	15605.07191824913	440.5	432.5	121.11633525939705	630.0	285.0	2.5034379272231355	0.6032474920430371
1200019	6234	17178.265278339386	565.0	575.0	146.9315789368946	770.0	325.0	2.7820713606682688	0.6702654926184083
1300096	6526	18752.91366291046	646.0	557.5	231.87400793438567	1120.0	370.0	2.5864362684433284	0.6577167977983595
1400169	6745	20315.48708128929	586.5	580.0	110.85651386664956	745.0	415.0	3.0680007240233915	0.6410830094641745
1500494	6901	21887.919860363007	604.0	505.0	342.4486985098806	1325.0	250.0	3.449650625360139	0.7056306369532983
1600629	7048	23455.118759155273	542.5	525.0	66.17527232030608	695.0	480.0	3.346174371473464	0.6606540654254661
1700300	7184	25017.971869707108	699.0	560.0	334.18890200337626	1610.0	510.0	3.591816820612316	0.6743449148318431
1800165	7329	26615.222497940063	675.0	535.0	284.54642269174053	1330.0	490.0	3.738792356038961	0.7162527694797737
1900059	7488	28182.566484689713	646.0	590.0	137.23054405715305	1005.0	545.0	3.794991923827859	0.773237341714139
2000491	7638	29753.71833896637	692.5	605.0	185.80530431371196	1165.0	545.0	3.5114312177559786	0.6216273389036702
2100636	7797	31331.207129001617	719.0	642.5	217.751132156771	1140.0	495.0	3.376011313510435	0.6862893415946064
